obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Source
,2187.6170375115,,144000.0,0.183173,,119566.03,124137.214,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,2871.23075593476,,2100000.0,3.27445,,119212.87,122695.697,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,7.0,9.0,,,,MCDHF
,2853.10530554903,,99100.0,0.151678,,119212.87,122717.823,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,2031.35271027141,,28600.0,0.019955,,119212.87,124135.698,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,5148.73246444696,,179000.0,0.32994,,120753.4714,122695.697,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,7.0,9.0,,,,MCDHF
,2956.63217834073,,13100.0,0.010225,,120753.4714,124135.698,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,3195.22811851868,,5060.0,0.03378,,119566.03,122695.697,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,7.0,9.0,,,,MCDHF
,3172.76699865443,,6360.0,0.041087,,119566.03,122717.853,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,2188.34278551527,,2290000.0,0.042757,,119566.03,124135.698,3s2.3p5.(2P*<3/2>).4d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,2714.25368609222,,2270000.0,0.025288,,119023.648,122707.902,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,9.0,7.0,,,,MCDHF
,2706.9643425122,,12700.0,0.013998,,119023.648,122717.823,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,9.0,7.0,,,,MCDHF
,1956.17349772233,,1.73101,8.91E-07,,119023.648,124135.669,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,9.0,7.0,,,,MCDHF
,1955.58246437026,,7.36825,3.79E-06,,119023.648,124137.214,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,9.0,7.0,,,,MCDHF
,2723.27520683956,,69400.0,0.100048,,119023.648,122695.697,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,9.0,9.0,,,,MCDHF
,2706.94235972286,,344000.0,0.488672,,119023.648,122717.853,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,9.0,9.0,,,,MCDHF
,1956.1624006025,,47.144,3.12E-05,,119023.648,124135.698,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,9.0,9.0,,,,MCDHF
,2723.32044658098,,2470000.0,4.34573,,119023.648,122695.636,3s2.3p5.(2P*<3/2>).4d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[9/2],5,9.0,11.0,,,,MCDHF
,11211.1871503652,,9570.0,0.209377,,121794.0988,122686.065,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,1.0,3.0,,,,MCDHF
,13276.3811983606,,7990.0,0.231334,,121932.8477,122686.065,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3.0,3.0,,,,MCDHF
,58182.4952144875,,161.0,0.178299,,122514.192,122686.065,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3.0,3.0,,,,MCDHF
,8853.51418111638,,89.7665,0.000167,,122686.065,123815.56,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,13270.3029331482,,6390.0,0.307816,,121932.8477,122686.41,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3.0,5.0,,,,MCDHF
,12898.5939629678,,3930.0,0.168741,,121932.8477,122708.126,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,4535.99431694344,,538.0,0.00117,,121932.8477,124137.436,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,58065.9396810992,,5090.0,0.566145,,122514.192,122686.41,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3.0,5.0,,,,MCDHF
,51563.9341219155,,6080.0,0.868821,,122514.192,122708.126,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,6160.50328847663,,2480.0,0.011624,,122514.192,124137.436,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,8856.21927998942,,4110.0,0.00763,,122686.41,123815.56,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,9029.88349644318,,1660.0,0.00317,,122708.126,123815.56,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,31067.8646435269,,5410.0,2.9524,,123815.56,124137.436,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,16690.350273705,,625.0,0.031197,,122086.9164,122686.065,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,5.0,3.0,,,,MCDHF
,12203.6853665365,,145.0,0.025502,,122686.065,123505.4896,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,24754.8649498345,,3.43306,1.87E-05,,122282.104,122686.065,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,5.0,3.0,,,,MCDHF
,14559.0012990997,,20.9427,0.000111,,122686.065,123372.9253,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,16680.7452156286,,3450.0,0.286529,,122086.9164,122686.41,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,5.0,,,,MCDHF
,16097.626308415,,1020.0,0.072547,,122086.9164,122708.126,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,4876.81268689166,,83.2824,0.0002,,122086.9164,124137.436,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,12208.8256135302,,5.98575,0.00175,,122686.41,123505.4896,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,12541.3299528597,,1890.0,0.419367,,122708.126,123505.4896,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,15824.1268563283,,43.6439,0.000124,,123505.4896,124137.436,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,24733.741275173,,0.046644,2.54E-07,,122282.104,122686.41,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,5.0,5.0,,,,MCDHF
,23472.9661848451,,73.7661,0.000418,,122282.104,122708.126,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,5389.87092337114,,779.0,0.068374,,122282.104,124137.436,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,14566.3177499467,,194.0,0.00103,,122686.41,123372.9253,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,15042.1337687931,,36.8332,0.000204,,122708.126,123372.9253,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,13080.2616627864,,1200.0,0.16037,,123372.9253,124137.436,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,16103.4329942595,,10900.0,1.09071,,122086.9164,122707.902,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,15850.2066708447,,0.228017,2.13E-05,,122086.9164,122717.823,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,4881.01882091573,,0.000214,7.21E-10,,122086.9164,124135.669,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,4877.34073336475,,833.0,0.0028,,122086.9164,124137.214,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,12537.8077592982,,93.2941,0.029086,,122707.902,123505.4896,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,12695.7268468665,,7180.0,1.98373,,122717.823,123505.4896,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,15868.4971295477,,263.0,0.00105,,123505.4896,124135.669,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,15829.6877562429,,2.60647,1.03E-05,,123505.4896,124137.214,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,23485.3146327604,,3.46966,1.97E-05,,122282.104,122707.902,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,22950.571354474,,211.0,0.00122,,122282.104,122717.823,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,5395.00907710281,,12500.0,1.54394,,122282.104,124135.669,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,5390.5159262793,,71.8977,0.00886,,122282.104,124137.214,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,15037.0671223098,,579.0,0.0032,,122707.902,123372.9253,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,15264.791468447,,0.0845,4.77E-07,,122717.823,123372.9253,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,13110.5638761751,,3.44477,0.000466,,123372.9253,124135.669,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,13084.0610360979,,11700.0,1.57943,,123372.9253,124137.214,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,19002.0214350403,,21.4635,0.00238,,122160.1502,122686.41,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,7.0,5.0,,,,MCDHF
,18248.9810681421,,218.0,0.020328,,122160.1502,122708.126,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,5057.43782714669,,2.43114,6.12E-06,,122160.1502,124137.436,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,11480.8888550076,,104.0,0.044661,,122686.41,123557.4227,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,11774.4481993161,,57.8114,0.017831,,122708.126,123557.4227,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,17240.983956747,,96.2925,0.000283,,123557.4227,124137.436,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,28031.7768222058,,1.84581,1.3E-05,,122329.672,122686.41,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,7.0,5.0,,,,MCDHF
,26423.2905452183,,4.83527,3.54E-05,,122329.672,122708.126,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,5531.69550892706,,49.3421,0.00612,,122329.672,124137.436,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,18256.4438857162,,204.0,0.026689,,122160.1502,122707.902,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,17931.6617199189,,2290.0,0.276127,,122160.1502,122717.823,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,5061.96144526696,,4.94256,1.74E-05,,122160.1502,124135.669,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,5058.00571534413,,19.1862,6.76E-05,,122160.1502,124137.214,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,11771.343535243,,1530.0,0.66331,,122707.902,123557.4227,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,11910.4377955353,,49.8697,0.0188,,122717.823,123557.4227,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,17293.6688051441,,3.17449,1.3E-05,,123557.4227,124135.669,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,17247.5854673911,,17.3184,7.12E-05,,123557.4227,124137.214,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,26438.9392697568,,37.9456,0.000278,,122329.672,122707.902,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,25763.1694881632,,29.0712,0.000217,,122329.672,122717.823,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,5537.10775820783,,531.0,0.092641,,122329.672,124135.669,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,5532.37490470484,,705.0,0.12274,,122329.672,124137.214,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,18672.5044384544,,10800.0,1.99015,,122160.1502,122695.697,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,7.0,9.0,,,,MCDHF
,17930.6971383325,,613.0,0.09521,,122160.1502,122717.853,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,5061.88713834208,,216.0,0.000979,,122160.1502,124135.698,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,11604.6208207554,,564.0,0.370963,,122695.697,123557.4227,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,11910.8633863276,,6200.0,0.0299722,,122717.853,123557.4227,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,17292.8015427943,,46.1697,0.000244,,123557.4227,124135.698,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,27320.5382146033,,120.0,0.000861,,122329.672,122695.697,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,7.0,9.0,,,,MCDHF
,25761.1784193458,,73.9928,0.000553,,122329.672,122717.853,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,5537.01884690476,,11100.0,2.496,,122329.672,124135.698,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
,14884.6824114852,,148.0,0.012422,,122036.0704,122707.902,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,9.0,7.0,,,,MCDHF
,14668.0775401515,,84.7886,0.00669,,122036.0704,122717.823,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,9.0,7.0,,,,MCDHF
,4762.81513999867,,0.389,1.27E-06,,122036.0704,124135.669,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,9.0,7.0,,,,MCDHF
,4759.31297603836,,0.165593,5.39E-07,,122036.0704,124137.214,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,9.0,7.0,,,,MCDHF
,15160.0920884633,,4370.0,0.507257,,122036.0704,122695.697,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,9.0,9.0,,,,MCDHF
,14667.432111057,,2300.0,0.233385,,122036.0704,122717.853,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,9.0,9.0,,,,MCDHF
,4762.7493561239,,1.05946,4.43E-06,,122036.0704,124135.698,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,9.0,9.0,,,,MCDHF
,15161.4941713151,,15500.0,2.20404,,122036.0704,122695.636,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,3s2.3p5.(2P*<3/2>).5f,2[9/2],5,9.0,11.0,,,,MCDHF
,80.9926633824482,,2290000.0,0.000682,,0.0,123467.9733,3s2.3p6,1S,0,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,1.0,3.0,,,,MCDHF
,80.6471059261832,,129000000.0,0.038123,,0.0,123997.01,3s2.3p6,1S,0,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,1.0,3.0,,,,MCDHF
,79.817212198688,,119000000.0,0.034463,,0.0,125286.26,3s2.3p6,1S,0,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,1.0,3.0,,,,MCDHF
,3011.41779055289,,65700.0,0.00778,,120188.232,123508.927,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,0,3.0,1.0,,,,MCDHF
,3049.0209700381,,21500.0,0.00747,,120188.232,123467.9733,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,3.0,3.0,,,,MCDHF
,2625.51401000532,,684.0,0.000194,,120188.232,123997.01,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,1961.54277693257,,47.4351,7.5E-06,,120188.232,125286.26,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,3049.39194667174,,27100.0,0.00941,,120188.631,123467.9733,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,3088.4116833008,,17500.0,0.00625,,120230.063,123467.9733,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,5514.52351787118,,82.2954,8.29E-05,,121654.58,123467.9733,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,2625.78908244164,,32400.0,0.00922,,120188.631,123997.01,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,2654.6696834333,,38200.0,0.011135,,120230.063,123997.01,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,4269.07100745808,,1120.0,0.000812,,121654.58,123997.01,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,1961.69631018656,,1660.0,0.000263,,120188.631,125286.26,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,1977.7710401711,,910.0,0.000147,,120230.063,125286.26,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,2753.54656797956,,69100.0,0.021018,,121654.58,125286.26,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,2762.21652407644,,1340.0,0.000751,,120188.232,123808.513,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,2030.39748685521,,595.0,0.00032,,120188.232,125113.376,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,2748.37172717024,,1.5469,4.44E-07,,120188.232,123826.75,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,2049.93645196999,,9.43767,2.701E-06,,120188.232,125066.432,3s2.3p5.(2P*<3/2>).4f,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,2762.5209882532,,12200.0,0.00687,,120188.631,123808.513,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,2794.50600120163,,3400.0,0.00195,,120230.063,123808.513,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,4642.66994377262,,5.54753,8.83E-06,,121654.58,123808.513,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,2030.56198848874,,46.7812,2.51E-05,,120188.631,125113.376,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,2047.7900966004,,11100.0,0.0061,,120230.063,125113.376,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,2891.1794740135,,16.7203,2.47E-05,,121654.58,125113.376,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,2748.67314675523,,33300.0,9.55E-11,,120188.631,123826.75,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,2780.33645963632,,47.8559,1.4E-05,,120230.063,123826.75,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
